gene	chromosome	start	end	log2	cn	depth	p_bintest	weight	probes
Ston1	chr17	86932874	87166385	-0.910366	1	2.44971	1.12347e-24	2.97503	3
Gtf2a1l	chr17	87063218	87306431	-0.969752	1	2.29991	2.10869e-19	2.97267	3
Fshr	chr17	87306441	87954339	-0.625061	1	2.79459	2.03625e-08	3.92165	4
Nrxn1	chr17	88447547	89540315	-0.584409	1	2.8776	3.14766e-26	10.0968	11
Colec12	chr18	6345374	6964347	-0.20855	2	36.3772	0.15854	3.93596	4
Lama3	chr18	9164553	9806985	0.243202	2	43.7129	0.978568	2.86235	3
Dsg1c	chr18	16733513	16884360	0.372886	2	42.7111	0.957096	4.76142	5
Dsg1a	chr18	16999480	17143078	0.6274	3	39.5426	0.237588	2.5825	3
Dsg1b	chr18	16999480	17143078	0.6274	3	39.5426	0.237588	2.5825	3
Ap3s1	chr18	43120210	43361764	0.269466	3	47.3137	0.541541	2.84131	3
St8sia3os	chr18	60444409	60680689	-0.212094	2	19.797	0.864444	2.9436	3
Kcng2	chr18	76451354	77018789	-0.215794	2	24.2749	0.250285	2.97394	3
Sall3	chr18	77172101	77625323	-0.233207	2	21.9802	0.805813	2.97304	3
Neto1	chr18	82631584	82960366	0.311191	2	20.5165	0.935309	2.79076	3
Dpf2	chr19	2412863	2910480	-0.250583	2	33.9068	0.773628	3.80577	4
Mrpl49	chr19	2784032	2917514	-0.344278	1	27.4291	0.0616405	3.70689	4
Fau	chr19	2913553	3081127	-0.270275	1	29.7429	0.91178	3.72895	4
Gm9843	chr19	2913553	3081127	-0.270275	1	29.7429	0.91178	3.72895	4
Mark2	chr19	4065084	4442655	-0.229567	1	31.6622	0.947723	2.79648	3
Trpm3	chr19	18823813	19951017	0.233535	2	34.1036	0.889393	4.7896	5
Prkg1	chr19	27388276	28783726	0.222805	2	34.7013	0.981849	9.36575	10
Lipo1	chr19	30575833	30907436	0.412325	3	31.905	0.755128	4.6803	5
Gm8980	chr19	30575833	30907436	0.412325	3	31.905	0.755128	4.6803	5
Lipo5	chr19	30575833	30907436	0.412325	3	31.905	0.755128	4.6803	5
Cyp2c68	chr19	36594711	36664944	-0.200075	3	20.3294	0.992983	2.32311	3
Cyp2c67	chr19	36594711	36664944	-0.200075	3	20.3294	0.992983	2.32311	3
Cyp2c69	chr19	36594711	36664944	-0.200075	3	20.3294	0.992983	2.32311	3
Nudt11	chrX	640985	788846	-0.303117	1	26.3956	0.960297	2.39552	3
Gm14820	chrX	2556914	2715886	-0.214317	1	31.1136	0.825428	2.93203	3
Gm14864	chrX	3524424	3549671	-0.77969	1	17.3794	0.903229	2.11275	3
Gm14510	chrX	3524424	3549671	-0.77969	1	17.3794	0.903229	2.11275	3
Tspan7	chrX	5098209	5267437	0.31542	2	35.2734	0.969669	3.603	4
Cask	chrX	8209390	8576273	0.434313	2	31.4879	0.956873	4.606	5
Kdm6a	chrX	12849354	13021140	0.316069	2	29.4686	0.998618	7.05921	8
Zfp182	chrX	15749754	15797390	0.227235	3	32.9712	0.764612	2.8205	3
Wdr44	chrX	18363667	18480762	0.365464	3	33.1101	0.745251	5.52564	6
Slc25a43	chrX	31300832	31385704	-0.299991	2	27.6993	0.981849	2.55114	3
Slc25a5	chrX	31332567	31708554	-0.28486	2	29.9882	0.831497	3.55593	4
Nkap	chrX	31710746	31793041	-0.240183	2	29.593	0.857141	3.84212	4
Stag2	chrX	36618913	36954916	-0.203064	2	30.4746	0.227443	3.94373	4
Gm29242	chrX	41062623	41443117	-0.240754	1	26.6109	0.741165	12.4236	13
Gm14610	chrX	41931909	41987854	-0.291304	1	26.9677	0.83176	2.89474	3
Mbnl3	chrX	45692093	45837750	0.301422	4	15.118	0.265403	2.87436	3
Phf6	chrX	47414957	48018262	-0.252771	1	11.8676	0.893172	2.91896	3
4933416I08Rik	chrX	48070498	48117744	-0.302878	2	12.2946	0.889802	2.85533	3
Gm14624	chrX	50560343	50600375	0.415486	4	26.9847	0.91178	1.44115	3
Map7d3	chrX	51377335	51520895	-0.32588	2	11.0026	0.47457	2.86468	3
Tm9sf5	chrX	52089029	52245532	-0.392043	1	9.66751	0.675869	6.02928	7
Gm5637	chrX	54724836	54751291	-0.220892	1	11.4464	0.968048	2.85292	3
Mcf2	chrX	54726008	54994306	-0.280359	2	10.6788	0.980987	6.78784	7
Atp11c	chrX	54887077	55288532	-0.239934	2	10.6837	0.665717	12.2138	13
Gm7073	chrX	54999330	55243239	-0.312613	1	10.2712	0.177254	5.64035	6
Gm14661	chrX	55202251	55611582	-0.21324	1	10.7554	0.613996	17.8018	19
Tslrn1	chrX	57145632	57225544	-0.567971	1	8.11923	0.609501	1.5797	3
1700111N16Rik	chrX	64692912	64917474	0.292398	3	15.8721	0.854548	15.7899	18
Mtm1	chrX	65924506	66070914	-0.278309	2	10.7242	0.798347	5.34775	6
Vma21	chrX	66561420	66627413	-0.276068	1	10.3719	0.821767	2.88036	3
Gm26726	chrX	68158251	68432965	-0.264563	1	11.9854	0.96109	2.87604	3
Pdzd4	chrX	68511381	68607948	-0.34039	1	11.3589	0.0418834	3.8197	4
Flna	chrX	69006012	69165414	-0.251494	1	13.0323	0.371948	2.94705	3
Xlr4b	chrX	69552757	69560463	0.690594	4	13.5681	0.544455	1.68443	3
Xlr4a	chrX	69552757	69560463	0.690594	4	13.5681	0.544455	1.68443	3
Xlr4c	chrX	69552757	69560463	0.690594	4	13.5681	0.544455	1.68443	3
F8	chrX	70016534	70229091	0.328669	3	18.2327	0.791746	10.3084	12
Gm15385	chrX	70316605	70341716	0.217085	1	17.839	0.636127	3.74089	4
Pls3	chrX	70580825	70768504	-0.255343	2	11.1593	0.766814	3.84679	4
Cldn34d	chrX	71398628	71438199	0.264389	2	13.7862	0.944908	1.94006	3
5430402E10Rik	chrX	72669173	72691412	-0.314131	2	9.76168	0.955147	2.58627	3
Gm14744	chrX	72669173	72691412	-0.314131	2	9.76168	0.955147	2.58627	3
Gm14750	chrX	72669173	72691412	-0.314131	2	9.76168	0.955147	2.58627	3
Gm14752	chrX	73197645	73215312	0.2926	2	12.7348	0.963204	2.79477	3
Cfap47	chrX	74074063	74404042	0.32149	1	13.4127	0.782999	23.808	26
Dmd	chrX	77947970	80233157	0.310735	1	12.9862	0.981849	98.9887	109
Gk	chrX	80705760	80828566	0.346286	10	19.8657	0.259982	2.34545	3
Gm27000	chrX	83789216	83799668	0.431055	3	12.9871	0.944524	2.74985	3
Gm14790	chrX	89027929	89100445	-0.425299	1	11.1328	0.458289	2.81982	3
Tex11	chrX	95690211	96200191	0.226104	2	13.1207	0.098217	6.63314	7
Dmrtc1b	chrX	97831649	97847292	-0.424558	2	11.7266	0.974659	2.03851	3
Gm9133	chrX	97831649	97847292	-0.424558	2	11.7266	0.974659	2.03851	3
Gm9126	chrX	97831649	97912851	-0.34707	2	10.5574	0.974659	17.0749	22
Gm9119	chrX	97831649	97912851	-0.34707	2	10.5574	0.974659	17.0749	22
Slc16a2	chrX	98821467	98996005	-0.346975	1	11.6195	0.027082	3.8803	4
Nexmif	chrX	99192536	99403259	-0.226583	2	12.1746	0.706235	7.99208	9
Uprt	chrX	99606029	99735580	-0.225925	1	11.3997	0.293829	2.95993	3
1700121L16Rik	chrX	99977160	100062166	-0.263874	1	10.7565	0.934953	2.89947	3
5330434G04Rik	chrX	100482382	100585041	-0.237108	2	11.3465	0.784157	2.94568	3
Gm6325	chrX	101601362	101729355	-0.243973	1	10.6802	0.964158	6.88806	8
Fndc3c1	chrX	101624143	101735948	-0.318852	1	10.2592	0.862819	4.06587	5
Gpr174	chrX	102480421	102593872	0.393303	2	20.5784	0.826553	1.69644	3
Cylc1	chrX	106371571	106397069	-0.224075	3	8.11647	0.652087	2.76949	3
Apool	chrX	107459838	107588018	-0.392079	1	8.71142	0.65074	3.65658	4
2010106E10Rik	chrX	107699369	107770951	0.295617	5	12.9416	0.00977501	3.83974	4
Zfp711	chrX	107741802	107810220	0.288791	2	12.4996	0.97818	4.78606	5
Pof1b	chrX	107778616	107860924	0.506927	3	13.6187	0.35701	5.31707	6
Gm14936	chrX	108133230	108188283	0.331329	2	13.8975	0.889886	3.93661	5
Gm14939	chrX	108207150	108351005	0.268794	4	15.7352	0.831365	2.45111	3
4930555B12Rik	chrX	110064291	110151638	-0.333509	1	9.68294	0.163381	2.91154	3
Pcdh11x	chrX	115421029	116133157	0.237695	1	12.184	0.56598	40.7808	46
Gm382	chrX	122198313	122323157	-0.219674	6	11.0903	0.817539	2.94247	4
Diaph2	chrX	124931322	125738100	0.306483	2	12.4012	0.778256	23.9032	26
Nox1	chrX	129264954	129736290	-0.27668	2	11.9562	0.815255	5.72382	6
Xkrx	chrX	129315614	129452748	-0.287944	2	11.8994	0.541541	2.76716	3
Gm8775	chrX	129844507	129866358	0.260542	3	16.8802	0.685771	2.81758	3
Gm16397	chrX	129968396	129994698	-0.381564	2	10.9987	0.918842	2.88946	3
Kir3dl1	chrX	131800519	131830736	-0.239651	1	9.64434	0.791746	5.36216	6
Tmsb15l	chrX	132295169	132427333	-0.378177	1	10.0769	0.715561	3.83578	4
Tmsb15b1	chrX	132299078	132427333	-0.338841	1	11.0185	0.391059	2.91676	3
Esx1	chrX	132451238	132467503	-0.537353	1	7.84387	0.902218	2.17873	3
Radx	chrX	134792133	135010022	0.332247	3	13.8948	0.556215	3.78063	4
Col4a6	chrX	136345661	136728941	0.22586	2	13.9744	0.645951	3.70524	4
Col4a5	chrX	136728205	136929435	0.271381	3	14.2811	0.693792	8.49663	9
Gucy2f	chrX	137227440	137402205	0.31939	2	12.8661	0.810127	2.72664	3
Chrdl1	chrX	138422005	138895541	-0.29765	2	11.1897	0.496015	5.72262	6
Lhfpl1	chrX	140493448	140783256	-0.404778	1	9.66926	0.583412	2.79176	3
Htr2c	chrX	142105422	142351925	0.281285	1	11.7398	0.669763	11.8398	13
Tmem29	chrX	145575999	145684385	0.22946	1	17.2361	0.334303	2.89381	3
Gnl3l	chrX	146140804	146199509	-0.266027	1	10.7823	0.663157	2.87584	3
Fgd1	chrX	146199719	146405171	-0.317753	1	11.2734	0.563663	2.88879	3
Wnk3	chrX	146311514	146497640	-0.250767	1	11.073	0.865027	4.74391	5
A230072E10Rik	chrX	146414942	146647332	-0.240226	2	11.8998	0.810127	3.87518	4
Fam120c	chrX	146497650	146688823	-0.279833	1	11.8487	0.46523	2.95144	3
3010001F23Rik	chrX	147483322	147622528	-0.226337	1	11.5143	0.422827	5.61584	6
9530051G07Rik	chrX	148204599	148272157	-0.225709	2	11.488	0.975836	2.88406	3
Klf8	chrX	148376755	148650611	-0.505972	2	10.4951	0.322972	2.85383	3
Gm8577	chrX	149999861	150145282	-0.382936	1	9.65599	0.80546	3.24605	4
Gm15163	chrX	152297312	152308196	-0.376513	1	9.65366	0.992983	2.31207	3
Gm15169	chrX	153018511	153142156	0.309759	2	15.9976	0.93338	3.74057	4
Cnksr2	chrX	153141895	153395887	0.273412	5	12.4184	0.188282	12.7976	14
Rps6ka3	chrX	154519074	154667313	0.211055	2	14.0371	0.908651	5.6111	6
Map3k15	chrX	155100073	155427127	0.229295	2	16.5279	0.367305	5.45233	6
Cdkl5	chrX	156024433	156303277	-0.206802	2	12.3766	0.311208	2.94524	3
Scml2	chrX	156343051	156547412	0.332168	2	16.3957	0.995181	6.50375	8
Txlng	chrX	158011058	158114479	-0.207385	2	12.1129	0.315954	3.72277	4
Syap1	chrX	158116053	158190727	-0.303529	1	11.0139	0.944524	3.78408	4
Gm15225	chrX	161277258	161329900	0.258844	2	18.3341	0.981102	1.98539	3
Gemin8	chrX	161423185	161658020	0.411953	4	18.5728	0.591307	2.59766	3
Egfl6	chrX	161669200	161870471	-0.320362	2	10.6962	0.807131	4.69821	5
