gene	chromosome	start	end	log2	cn	depth	p_bintest	weight	probes
Gm14610	chrX	41931909	41987854	-0.291304	1	26.9677	0.83176	2.89474	3
Phf6	chrX	47414957	48018262	-0.252771	1	11.8676	0.893172	2.91896	3
4933416I08Rik	chrX	48070498	48117744	-0.302878	2	12.2946	0.889802	2.85533	3
Gm14624	chrX	50560343	50600375	0.415486	4	26.9847	0.91178	1.44115	3
Map7d3	chrX	51377335	51520895	-0.32588	2	11.0026	0.47457	2.86468	3
Tm9sf5	chrX	52089029	52245532	-0.301046	1	10.3774	0.675869	5.2585	6
Gm5637	chrX	54724836	54751291	-0.220892	1	11.4464	0.968048	2.85292	3
Mcf2	chrX	54726008	54994306	-0.280359	2	10.6788	0.980987	6.78784	7
Atp11c	chrX	54887077	55288532	-0.237015	2	10.6088	0.665717	11.2218	12
Gm7073	chrX	55129601	55243239	-0.321077	1	10.0025	0.970469	4.64836	5
Gm14661	chrX	55202251	55611582	-0.202327	1	10.7182	0.613996	16.8978	18
Tslrn1	chrX	57145632	57225544	-0.567971	1	8.11923	0.609501	1.5797	3
1700111N16Rik	chrX	64692912	64917474	0.273117	3	16.0857	0.854548	14.8777	17
Mtm1	chrX	65924506	66070914	-0.278309	2	10.7242	0.798347	5.34775	6
Vma21	chrX	66561420	66627413	-0.276068	1	10.3719	0.821767	2.88036	3
Gm26726	chrX	68158251	68432965	-0.264563	1	11.9854	0.96109	2.87604	3
Pdzd4	chrX	68511381	68607948	-0.34039	1	11.3589	0.0418834	3.8197	4
Opn1mw	chrX	68874064	68954475	-0.311429	2	11.4727	0.883168	3.74035	4
Xlr4b	chrX	69552757	69560463	0.690594	4	13.5681	0.544455	1.68443	3
Xlr4a	chrX	69552757	69560463	0.690594	4	13.5681	0.544455	1.68443	3
Xlr4c	chrX	69552757	69560463	0.690594	4	13.5681	0.544455	1.68443	3
F8	chrX	70016534	70229091	0.251033	3	17.6678	0.791746	9.44515	11
Pls3	chrX	70637452	70768504	-0.278443	2	10.8009	0.760306	2.85992	3
Cldn34d	chrX	71398628	71438199	0.264389	2	13.7862	0.944908	1.94006	3
Gm14752	chrX	73197645	73215312	0.2926	2	12.7348	0.963204	2.79477	3
Prrg1	chrX	73231714	73423857	0.241631	2	10.9931	0.980131	3.71256	4
Cfap47	chrX	74074063	74404042	0.241595	1	11.6649	0.782999	20.2877	22
Dmd	chrX	77947970	80233157	0.324181	1	13.105	0.981849	81.0856	90
Gm14790	chrX	89027929	89155853	-0.394739	1	11.723	0.458289	2.92081	3
Taf1	chrX	96622459	96797615	-0.2924	2	11.5724	0.919301	3.82456	4
Gm14858	chrX	97370796	97702139	-0.28382	1	11.5232	0.284314	3.82045	4
Hdac8	chrX	97370796	97702139	-0.28382	1	11.5232	0.284314	3.82045	4
Dmrtc1b	chrX	97831649	97847292	-0.424558	2	11.7266	0.974659	2.03851	3
Gm9133	chrX	97831649	97847292	-0.424558	2	11.7266	0.974659	2.03851	3
Gm9126	chrX	97831649	97912851	-0.340708	2	10.6285	0.974659	15.4755	20
Gm9119	chrX	97831649	97912851	-0.340708	2	10.6285	0.974659	15.4755	20
Nexmif	chrX	99192536	99360177	-0.281533	2	11.9327	0.706235	7.94514	9
1700121L16Rik	chrX	99977160	100062166	-0.263874	1	10.7565	0.934953	2.89947	3
Gm6325	chrX	101601362	101729355	-0.243973	1	10.6802	0.964158	6.88806	8
Fndc3c1	chrX	101624143	101735948	-0.318852	1	10.2592	0.862819	4.06587	5
Gpr174	chrX	102480421	102593872	0.393303	2	20.5784	0.826553	1.69644	3
Gm9225	chrX	105776770	105792940	-0.421075	1	8.78103	0.979013	2.3751	3
Rps6ka6	chrX	106529100	106818866	0.20623	3	12.1813	0.685562	5.53396	6
Apool	chrX	107520961	107588018	-0.437581	1	7.83763	0.776131	2.67619	3
2010106E10Rik	chrX	107699369	107770951	0.369085	5	13.5606	0.00977501	4.77282	5
Zfp711	chrX	107741802	107810220	0.239179	2	12.5038	0.97818	3.82327	4
Pof1b	chrX	107778616	107860924	0.513027	3	14.5344	0.35701	6.26902	7
Gm14936	chrX	108133230	108188283	0.331329	2	13.8975	0.889886	3.93661	5
Gm14939	chrX	108207150	108351005	0.268794	4	15.7352	0.831365	2.45111	3
Ube2dnl1	chrX	110064291	110113572	-0.318574	1	11.0007	0.163381	2.90933	3
Ube2dnl2	chrX	110064291	110113572	-0.318574	1	11.0007	0.163381	2.90933	3
4930555B12Rik	chrX	110064291	110175701	-0.27181	1	10.9099	0.163381	3.89109	4
Pcdh11x	chrX	115421029	116133157	0.234757	1	11.908	0.56598	34.1887	39
Gm382	chrX	122198313	122323157	-0.219674	6	11.0903	0.817539	2.94247	4
Mdm4-ps	chrX	123437054	123462983	0.24699	2	14.219	0.978568	3.55537	4
Diaph2	chrX	124931322	125738100	0.254338	2	12.2146	0.778256	21.9677	24
Nox1	chrX	129264954	129736290	-0.27668	2	11.9562	0.815255	5.72382	6
Xkrx	chrX	129315614	129452748	-0.287944	2	11.8994	0.541541	2.76716	3
Gm8775	chrX	129844507	129866358	0.260542	3	16.8802	0.685771	2.81758	3
Gm6215	chrX	130668186	130674762	-0.841249	1	5.64067	0.573866	2.34614	3
Gm7905	chrX	130668186	130674762	-0.841249	1	5.64067	0.573866	2.34614	3
Gm6228	chrX	130730688	130744841	-0.364288	1	9.49235	0.697014	4.53811	5
Gm6221	chrX	130730688	130744841	-0.364288	1	9.49235	0.697014	4.53811	5
Tmsb15l	chrX	132295169	132427333	-0.378177	1	10.0769	0.715561	3.83578	4
Tmsb15b1	chrX	132299078	132427333	-0.338841	1	11.0185	0.391059	2.91676	3
Esx1	chrX	132451238	132467503	-0.537353	1	7.84387	0.902218	2.17873	3
Radx	chrX	134792133	135010022	0.332247	3	13.8948	0.556215	3.78063	4
Col4a6	chrX	136345661	136728941	0.22586	2	13.9744	0.645951	3.70524	4
Gucy2f	chrX	137227440	137402205	0.31939	2	12.8661	0.810127	2.72664	3
Tmem164	chrX	137787637	138265148	-0.203323	2	12.8244	0.834146	2.96218	3
Chrdl1	chrX	138422005	138953517	-0.293998	2	10.8587	0.496015	4.83979	5
Htr2c	chrX	142105422	142351925	0.262833	1	11.8681	0.669763	10.9232	12
Tmem29	chrX	145575999	145696713	-0.244154	1	11.7675	0.334303	2.94975	3
Itih5l-ps	chrX	145967589	146085866	-0.229012	1	14.0156	0.371057	5.60544	6
Gnl3l	chrX	146140804	146199509	-0.266027	1	10.7823	0.663157	2.87584	3
Fgd1	chrX	146199719	146405171	-0.317753	1	11.2734	0.563663	2.88879	3
Wnk3	chrX	146311514	146497640	-0.250767	1	11.073	0.865027	4.74391	5
A230072E10Rik	chrX	146414942	146647332	-0.240226	2	11.8998	0.810127	3.87518	4
Fam120c	chrX	146497650	146688823	-0.279833	1	11.8487	0.46523	2.95144	3
Shroom2	chrX	147760402	147990070	-0.338228	1	10.6803	0.94026	5.4384	6
9530051G07Rik	chrX	148204599	148272157	-0.225709	2	11.488	0.975836	2.88406	3
Klf8	chrX	148376755	148710448	-0.251715	2	12.1779	0.322972	2.9735	3
Gm8577	chrX	149999861	150145282	-0.382936	1	9.65599	0.80546	3.24605	4
Gm15169	chrX	153018511	153142156	0.309759	2	15.9976	0.93338	3.74057	4
Cnksr2	chrX	153141895	153395887	0.247477	5	12.2925	0.188282	13.6475	15
Rps6ka3	chrX	154608525	154667313	0.278889	3	14.226	0.885063	4.61789	5
Map3k15	chrX	155266735	155427127	0.319923	2	17.2152	0.971613	4.45726	5
Nhs	chrX	157226855	157592270	0.344296	3	13.275	0.852366	2.8249	3
Syap1	chrX	158116053	158190727	-0.303529	1	11.0139	0.944524	3.78408	4
Glra2	chrX	160374808	160602205	0.211013	2	14.4467	0.94614	5.56088	6
Gemin8	chrX	161423185	161658020	0.411953	4	18.5728	0.591307	2.59766	3
Egfl6	chrX	161669200	161870471	-0.320362	2	10.6962	0.807131	4.69821	5
